County,StateCode,Deaths,Population,Category
Fayette County, IA (19065),16,"20,054",All Causes
Floyd County, IA (19067),10,"15,873",All Causes
Henry County, IA (19087),14,"19,773",All Causes
Iowa County, IA (19095),10,"16,311",All Causes
Jasper County, IA (19099),13,"36,708",All Causes
Jefferson County, IA (19101),10,"18,090",All Causes
Johnson County, IA (19103),62,"146,547",All Causes
Jones County, IA (19105),15,"20,439",All Causes
Kossuth County, IA (19109),14,"15,114",All Causes
Lee County, IA (19111),45,"34,615",All Causes
Linn County, IA (19113),91,"221,661",All Causes
Madison County, IA (19121),11,"15,848",All Causes
Mahaska County, IA (19123),12,"22,181",All Causes
Marion County, IA (19125),17,"33,189",All Causes
Marshall County, IA (19127),24,"40,312",All Causes
Muscatine County, IA (19139),15,"42,940",All Causes
Polk County, IA (19153),215,"474,045",All Causes
Pottawattamie County, IA (19155),63,"93,582",All Causes
Scott County, IA (19163),77,"172,474",All Causes
Sioux County, IA (19167),17,"34,898",All Causes
Story County, IA (19169),27,"97,090",All Causes
Wapello County, IA (19179),22,"34,982",All Causes
Warren County, IA (19181),20,"49,691",All Causes
Washington County, IA (19183),19,"22,281",All Causes
Webster County, IA (19187),30,"36,769",All Causes
Winnebago County, IA (19189),10,"10,631",All Causes
Woodbury County, IA (19193),40,"102,779",All Causes
Barton County, KS (20009),14,"26,775",All Causes
Butler County, KS (20015),30,"67,025",All Causes
Cherokee County, KS (20021),12,"20,246",All Causes
Cloud County, KS (20029),11,"9,150",All Causes
Cowley County, KS (20035),27,"35,753",All Causes
Crawford County, KS (20037),16,"39,164",All Causes
Dickinson County, KS (20041),15,"19,064",All Causes
Douglas County, KS (20045),43,"119,440",All Causes
Ellis County, KS (20051),19,"28,893",All Causes
Finney County, KS (20055),15,"36,722",All Causes
Ford County, KS (20057),15,"33,971",All Causes
Franklin County, KS (20059),17,"25,560",All Causes
Geary County, KS (20061),17,"35,586",All Causes
Harvey County, KS (20079),28,"34,913",All Causes
Jackson County, KS (20085),11,"13,291",All Causes
Jefferson County, KS (20087),13,"18,897",All Causes
Johnson County, KS (20091),172,"584,451",All Causes
Leavenworth County, KS (20103),48,"80,204",All Causes
Lyon County, KS (20111),12,"33,510",All Causes
McPherson County, KS (20113),21,"28,804",All Causes
Miami County, KS (20121),11,"32,964",All Causes
Montgomery County, KS (20125),25,"32,746",All Causes
Neosho County, KS (20133),11,"16,146",All Causes
Osage County, KS (20139),13,"15,843",All Causes
Reno County, KS (20155),38,"63,220",All Causes
Rice County, KS (20159),13,"9,831",All Causes
Riley County, KS (20161),18,"73,343",All Causes
Saline County, KS (20169),35,"55,142",All Causes
Sedgwick County, KS (20173),255,"511,995",All Causes
Seward County, KS (20175),13,"22,709",All Causes
Shawnee County, KS (20177),112,"178,146",All Causes
Sumner County, KS (20191),11,"23,272",All Causes
Wyandotte County, KS (20209),73,"163,831",All Causes
Adair County, KY (21001),17,"19,280",All Causes
Allen County, KY (21003),10,"20,631",All Causes
Anderson County, KY (21005),19,"22,158",All Causes
Barren County, KY (21009),30,"43,993",All Causes
Bell County, KY (21013),20,"27,117",All Causes
Boone County, KY (21015),61,"128,536",All Causes
Bourbon County, KY (21017),11,"20,030",All Causes
Boyd County, KY (21019),36,"48,132",All Causes
Boyle County, KY (21021),26,"30,018",All Causes
Breathitt County, KY (21025),18,"13,284",All Causes
Breckinridge County, KY (21027),15,"19,961",All Causes
Bullitt County, KY (21029),45,"79,151",All Causes
Butler County, KY (21031),16,"12,845",All Causes
Caldwell County, KY (21033),15,"12,568",All Causes
Calloway County, KY (21035),19,"38,437",All Causes
Campbell County, KY (21037),95,"92,211",All Causes
Carroll County, KY (21041),10,"10,679",All Causes
Carter County, KY (21043),22,"27,046",All Causes
Casey County, KY (21045),17,"15,815",All Causes
Christian County, KY (21047),27,"72,351",All Causes
Clark County, KY (21049),29,"35,819",All Causes
Clay County, KY (21051),18,"20,766",All Causes
Daviess County, KY (21059),57,"99,674",All Causes
Estill County, KY (21065),16,"14,307",All Causes
Fayette County, KY (21067),224,"318,449",All Causes
Fleming County, KY (21069),13,"14,507",All Causes
Floyd County, KY (21071),33,"37,110",All Causes
Franklin County, KY (21073),44,"50,560",All Causes
Gallatin County, KY (21077),12,"8,609",All Causes
Garrard County, KY (21079),14,"17,292",All Causes
Grant County, KY (21081),23,"24,923",All Causes
Graves County, KY (21083),17,"37,182",All Causes
Grayson County, KY (21085),29,"26,184",All Causes
Greenup County, KY (21089),23,"35,893",All Causes
Hardin County, KY (21093),55,"107,316",All Causes
Harlan County, KY (21095),25,"27,168",All Causes
Harrison County, KY (21097),31,"18,646",All Causes
Hart County, KY (21099),16,"18,627",All Causes
Henderson County, KY (21101),24,"46,253",All Causes
Henry County, KY (21103),10,"15,818",All Causes
Hopkins County, KY (21107),35,"45,904",All Causes
Jefferson County, KY (21111),558,"765,352",All Causes
Jessamine County, KY (21113),40,"52,357",All Causes
Johnson County, KY (21115),11,"22,978",All Causes
Kenton County, KY (21117),131,"164,945",All Causes
Knott County, KY (21119),15,"15,544",All Causes
Knox County, KY (21121),23,"31,687",All Causes
Laurel County, KY (21125),37,"60,250",All Causes
Lawrence County, KY (21127),12,"15,863",All Causes
Leslie County, KY (21131),13,"10,538",All Causes
Letcher County, KY (21133),22,"22,773",All Causes
Lewis County, KY (21135),14,"13,442",All Causes
Lincoln County, KY (21137),22,"24,372",All Causes
Logan County, KY (21141),19,"26,593",All Causes
McCracken County, KY (21145),52,"65,162",All Causes
McCreary County, KY (21147),15,"17,511",All Causes
Madison County, KY (21151),49,"89,547",All Causes
Magoffin County, KY (21153),10,"12,684",All Causes
Marion County, KY (21155),14,"19,205",All Causes
Marshall County, KY (21157),25,"31,365",All Causes
Martin County, KY (21159),12,"12,002",All Causes
Mason County, KY (21161),19,"17,190",All Causes
Meade County, KY (21163),22,"28,126",All Causes
Mercer County, KY (21167),28,"21,477",All Causes
Metcalfe County, KY (21169),11,"10,018",All Causes
Montgomery County, KY (21173),20,"27,771",All Causes
Muhlenberg County, KY (21177),22,"31,028",All Causes
Nelson County, KY (21179),27,"45,559",All Causes
Ohio County, KY (21183),19,"24,378",All Causes
Oldham County, KY (21185),28,"65,560",All Causes
Pendleton County, KY (21191),11,"14,560",All Causes
Perry County, KY (21193),25,"27,343",All Causes
Pike County, KY (21195),51,"60,555",All Causes
Powell County, KY (21197),15,"12,308",All Causes
Pulaski County, KY (21199),54,"63,956",All Causes
Rockcastle County, KY (21203),11,"16,850",All Causes
Rowan County, KY (21205),18,"24,451",All Causes
Russell County, KY (21207),18,"17,722",All Causes
Scott County, KY (21209),32,"53,972",All Causes
Shelby County, KY (21211),30,"46,408",All Causes
Spencer County, KY (21215),17,"18,274",All Causes
Taylor County, KY (21217),13,"25,397",All Causes
Todd County, KY (21219),10,"12,295",All Causes
Union County, KY (21225),20,"14,880",All Causes
Warren County, KY (21227),61,"125,532",All Causes
Wayne County, KY (21231),15,"20,453",All Causes
Webster County, KY (21233),10,"13,316",All Causes
Whitley County, KY (21235),28,"36,096",All Causes
Woodford County, KY (21239),13,"26,124",All Causes
Acadia Parish, LA (22001),21,"62,645",All Causes
Allen Parish, LA (22003),22,"25,684",All Causes
Ascension Parish, LA (22005),45,"121,587",All Causes
Assumption Parish, LA (22007),20,"22,695",All Causes
Avoyelles Parish, LA (22009),23,"41,117",All Causes
Beauregard Parish, LA (22011),28,"36,927",All Causes
Bienville Parish, LA (22013),10,"13,865",All Causes
Bossier Parish, LA (22015),54,"126,057",All Causes
Caddo Parish, LA (22017),118,"248,851",All Causes
Calcasieu Parish, LA (22019),78,"200,601",All Causes
Concordia Parish, LA (22029),16,"19,920",All Causes
De Soto Parish, LA (22031),13,"27,149",All Causes
East Baton Rouge Parish, LA (22033),264,"447,037",All Causes
East Feliciana Parish, LA (22037),10,"19,683",All Causes
Evangeline Parish, LA (22039),31,"33,709",All Causes
Franklin Parish, LA (22041),17,"20,330",All Causes
Grant Parish, LA (22043),10,"22,365",All Causes
Iberia Parish, LA (22045),45,"73,273",All Causes
Iberville Parish, LA (22047),17,"32,920",All Causes
Jefferson Parish, LA (22051),285,"436,523",All Causes
Jefferson Davis Parish, LA (22053),21,"31,413",All Causes
Lafayette Parish, LA (22055),107,"241,398",All Causes
Lafourche Parish, LA (22057),55,"98,305",All Causes
Lincoln Parish, LA (22061),16,"47,745",All Causes
Livingston Parish, LA (22063),103,"140,138",All Causes
Morehouse Parish, LA (22067),21,"26,071",All Causes
Natchitoches Parish, LA (22069),28,"39,162",All Causes
Orleans Parish, LA (22071),258,"391,495",All Causes
Ouachita Parish, LA (22073),92,"156,983",All Causes
Plaquemines Parish, LA (22075),12,"23,464",All Causes
Pointe Coupee Parish, LA (22077),16,"22,159",All Causes
Rapides Parish, LA (22079),88,"132,424",All Causes
Richland Parish, LA (22083),13,"20,430",All Causes
Sabine Parish, LA (22085),17,"23,977",All Causes
St. Bernard Parish, LA (22087),16,"45,688",All Causes
St. Charles Parish, LA (22089),25,"52,923",All Causes
St. Helena Parish, LA (22091),13,"10,512",All Causes
St. John the Baptist Parish, LA (22095),26,"43,631",All Causes
St. Landry Parish, LA (22097),37,"83,883",All Causes
St. Martin Parish, LA (22099),33,"54,007",All Causes
St. Mary Parish, LA (22101),17,"52,093",All Causes
St. Tammany Parish, LA (22103),139,"253,602",All Causes
Tangipahoa Parish, LA (22105),105,"130,710",All Causes
Terrebonne Parish, LA (22109),67,"113,220",All Causes
Union Parish, LA (22111),11,"22,487",All Causes
Vermilion Parish, LA (22113),38,"60,205",All Causes
Vernon Parish, LA (22115),26,"50,569",All Causes
Washington Parish, LA (22117),46,"46,310",All Causes
Webster Parish, LA (22119),33,"39,710",All Causes
West Baton Rouge Parish, LA (22121),17,"25,795",All Causes
West Carroll Parish, LA (22123),10,"11,114",All Causes
Androscoggin County, ME (23001),64,"107,319",All Causes
Aroostook County, ME (23003),43,"67,959",All Causes
Cumberland County, ME (23005),188,"292,041",All Causes
Franklin County, ME (23007),19,"30,001",All Causes
Hancock County, ME (23009),39,"54,419",All Causes
Kennebec County, ME (23011),72,"120,569",All Causes
Knox County, ME (23013),33,"39,744",All Causes
Lincoln County, ME (23015),31,"34,216",All Causes
Oxford County, ME (23017),34,"57,217",All Causes
Penobscot County, ME (23019),105,"151,806",All Causes
Piscataquis County, ME (23021),18,"16,843",All Causes
Sagadahoc County, ME (23023),14,"35,273",All Causes
Somerset County, ME (23025),34,"50,915",All Causes
Waldo County, ME (23027),22,"39,364",All Causes
Washington County, ME (23029),40,"31,450",All Causes
York County, ME (23031),153,"202,343",All Causes
Allegany County, MD (24001),42,"72,130",All Causes
Anne Arundel County, MD (24003),210,"568,346",All Causes
Baltimore County, MD (24005),381,"831,026",All Causes
Calvert County, MD (24009),41,"91,251",All Causes
Caroline County, MD (24011),14,"32,850",All Causes
Carroll County, MD (24013),83,"167,656",All Causes
Cecil County, MD (24015),53,"102,603",All Causes
Charles County, MD (24017),63,"157,705",All Causes
Dorchester County, MD (24019),13,"32,258",All Causes
Frederick County, MD (24021),98,"247,591",All Causes
Garrett County, MD (24023),18,"29,425",All Causes
Harford County, MD (24025),93,"251,032",All Causes
Howard County, MD (24027),92,"317,233",All Causes
Kent County, MD (24029),17,"19,730",All Causes
Montgomery County, MD (24031),213,"1,043,863",All Causes
Prince George's County, MD (24033),292,"908,049",All Causes
Queen Anne's County, MD (24035),28,"48,929",All Causes
St. Mary's County, MD (24037),36,"112,587",All Causes
Somerset County, MD (24039),12,"25,928",All Causes
Washington County, MD (24043),59,"150,292",All Causes
Wicomico County, MD (24045),45,"102,577",All Causes
Worcester County, MD (24047),27,"51,444",All Causes
Baltimore city, MD (24510),335,"614,664",All Causes
Barnstable County, MA (25001),184,"214,276",All Causes
Berkshire County, MA (25003),93,"126,903",All Causes
Bristol County, MA (25005),414,"558,324",All Causes
Dukes County, MA (25007),12,"17,246",All Causes
Essex County, MA (25009),448,"779,018",All Causes
Franklin County, MA (25011),45,"70,382",All Causes
Hampden County, MA (25013),250,"468,467",All Causes
Hampshire County, MA (25015),65,"161,816",All Causes
Middlesex County, MA (25017),726,"1,589,774",All Causes
Norfolk County, MA (25021),406,"697,181",All Causes
Plymouth County, MA (25023),351,"513,565",All Causes
Suffolk County, MA (25025),421,"784,230",All Causes
Worcester County, MA (25027),413,"819,589",All Causes
Allegan County, MI (26005),64,"115,548",All Causes
Alpena County, MI (26007),17,"28,704",All Causes
Antrim County, MI (26009),10,"23,144",All Causes
Barry County, MI (26015),25,"59,702",All Causes
Bay County, MI (26017),33,"104,747",All Causes
Berrien County, MI (26021),79,"154,010",All Causes
Branch County, MI (26023),28,"43,427",All Causes
Calhoun County, MI (26025),101,"134,386",All Causes
Cass County, MI (26027),17,"51,599",All Causes
Cheboygan County, MI (26031),14,"25,401",All Causes
Chippewa County, MI (26033),15,"37,724",All Causes
Clare County, MI (26035),22,"30,358",All Causes
Clinton County, MI (26037),29,"77,888",All Causes
Delta County, MI (26041),17,"36,202",All Causes
Dickinson County, MI (26043),17,"25,535",All Causes
Eaton County, MI (26045),59,"109,160",All Causes
Emmet County, MI (26047),19,"33,182",All Causes
Genesee County, MI (26049),292,"408,615",All Causes
Gladwin County, MI (26051),10,"25,122",All Causes
Gogebic County, MI (26053),10,"15,243",All Causes
Grand Traverse County, MI (26055),57,"92,084",All Causes
Gratiot County, MI (26057),12,"41,202",All Causes
Hillsdale County, MI (26059),28,"45,774",All Causes
Houghton County, MI (26061),15,"36,555",All Causes
Huron County, MI (26063),19,"31,481",All Causes
Ingham County, MI (26065),149,"288,051",All Causes
Ionia County, MI (26067),34,"64,232",All Causes
Iosco County, MI (26069),17,"25,327",All Causes
Iron County, MI (26071),16,"11,195",All Causes
Isabella County, MI (26073),24,"71,282",All Causes
Jackson County, MI (26075),69,"158,460",All Causes
Kalamazoo County, MI (26077),165,"261,654",All Causes
Kent County, MI (26081),322,"642,173",All Causes
Lapeer County, MI (26087),37,"88,340",All Causes
Lenawee County, MI (26091),46,"98,504",All Causes
Livingston County, MI (26093),75,"188,624",All Causes
Macomb County, MI (26099),562,"867,730",All Causes
Manistee County, MI (26101),13,"24,373",All Causes
Marquette County, MI (26103),44,"66,435",All Causes
Mason County, MI (26105),18,"28,876",All Causes
Mecosta County, MI (26107),18,"43,221",All Causes
Menominee County, MI (26109),10,"23,281",All Causes
Midland County, MI (26111),26,"83,462",All Causes
Monroe County, MI (26115),124,"149,208",All Causes
Montcalm County, MI (26117),34,"62,974",All Causes
Muskegon County, MI (26121),97,"173,408",All Causes
Newaygo County, MI (26123),22,"47,938",All Causes
Oakland County, MI (26125),412,"1,243,970",All Causes
Oceana County, MI (26127),16,"26,027",All Causes
Ogemaw County, MI (26129),14,"20,904",All Causes
Osceola County, MI (26133),11,"23,110",All Causes
Otsego County, MI (26137),15,"24,470",All Causes
Ottawa County, MI (26139),114,"282,250",All Causes
Roscommon County, MI (26143),16,"23,700",All Causes
Saginaw County, MI (26145),74,"192,326",All Causes
St. Clair County, MI (26147),113,"159,587",All Causes
St. Joseph County, MI (26149),35,"60,853",All Causes
Sanilac County, MI (26151),23,"41,409",All Causes
Shiawassee County, MI (26155),31,"68,554",All Causes
Tuscola County, MI (26157),19,"53,338",All Causes
